InvoiceNo,Date,Country,ProductID,Shop,Gender,Size (US),Size (Europe),Size (UK),UnitPrice,Discount,SalePrice
58147,10/17/2015,United Kingdom,2204,UK2,Male,9.5,42-43,9, $179.00 ,20%, $143.20 
58148,10/17/2015,Germany,2177,GER1,Male,9,42,8.5, $159.00 ,0%, $159.00 
58149,10/17/2015,United Kingdom,2171,UK1,Female,8.5,39,6.5, $199.00 ,10%, $179.10 
58150,10/17/2015,Canada,2195,CAN7,Male,10.5,43-44,10, $149.00 ,0%, $149.00 
58151,10/17/2015,United Kingdom,2213,UK3,Female,8.5,39,6.5, $169.00 ,10%, $152.10 
58152,10/18/2015,United States,2233,US13,Male,8.5,41-42,8, $179.00 ,0%, $179.00 
58153,10/18/2015,Germany,2161,GER3,Male,8,41,7.5, $179.00 ,0%, $179.00 
58154,10/18/2015,United Kingdom,2241,UK1,Male,6.5,39,6, $179.00 ,0%, $179.00 
58155,10/18/2015,Germany,2151,GER2,Female,6.5,37,4.5, $139.00 ,10%, $125.10 
58156,10/18/2015,United States,2236,US1,Female,9,39-40,7, $199.00 ,0%, $199.00 
58157,10/18/2015,United States,2236,US14,Female,8.5,39,6.5, $139.00 ,50%, $69.50 
58158,10/18/2015,Germany,2197,GER2,Female,9,39-40,7, $159.00 ,20%, $127.20 
58159,10/18/2015,United States,2171,US14,Female,8.5,39,6.5, $179.00 ,20%, $143.20 
58160,10/18/2015,Canada,2195,CAN7,Male,10.5,43-44,10, $149.00 ,0%, $149.00 
58160,10/18/2015,Canada,2228,CAN7,Female,7.5,38,5.5, $169.00 ,0%, $169.00 
58161,10/18/2015,United States,2200,US12,Male,10,43,9.5, $199.00 ,0%, $199.00 
58161,10/18/2015,United States,2206,US12,Male,12,45,11.5, $149.00 ,0%, $149.00 
58162,10/18/2015,United States,2179,US7,Male,11.5,44-45,11, $189.00 ,0%, $189.00 
58163,10/19/2015,Germany,2179,GER3,Female,10,40-41,8, $199.00 ,10%, $179.10 
58164,10/19/2015,Germany,2173,GER1,Male,9.5,42-43,9, $149.00 ,0%, $149.00 
58165,10/19/2015,Germany,2234,GER1,Female,8,38-39,6, $179.00 ,30%, $125.30 
58166,10/19/2015,Canada,2213,CAN5,Male,9.5,42-43,9, $199.00 ,0%, $199.00 
58167,10/19/2015,Canada,2191,CAN6,Female,7,37-38,5, $199.00 ,0%, $199.00 
58168,10/19/2015,Canada,2230,CAN7,Male,10,43,9.5, $139.00 ,20%, $111.20 
58169,10/19/2015,Canada,2197,CAN6,Male,8.5,41-42,8, $139.00 ,0%, $139.00 
58170,10/19/2015,Germany,2218,GER1,Female,7.5,38,5.5, $129.00 ,0%, $129.00 
58171,10/19/2015,Canada,2226,CAN1,Male,9.5,42-43,9, $129.00 ,0%, $129.00 
58172,10/19/2015,United States,2191,US12,Female,8.5,39,6.5, $159.00 ,10%, $143.10 
58173,10/19/2015,United States,2157,US4,Female,8.5,39,6.5, $159.00 ,50%, $79.50 
58174,10/19/2015,United Kingdom,2222,UK3,Male,9,42,8.5, $149.00 ,0%, $149.00 
58175,10/19/2015,United States,2217,US6,Female,7.5,38,5.5, $159.00 ,0%, $159.00 
58176,10/19/2015,Germany,2236,GER1,Female,9.5,40,7.5, $169.00 ,0%, $169.00 
58177,10/19/2015,United States,2221,US13,Female,9.5,40,7.5, $199.00 ,0%, $199.00 
58178,10/20/2015,Germany,2223,GER2,Male,10.5,43-44,10, $149.00 ,50%, $74.50 
58179,10/20/2015,United States,2165,US8,Female,8,38-39,6, $149.00 ,0%, $149.00 
58180,10/20/2015,Germany,2182,GER2,Male,8.5,41-42,8, $159.00 ,10%, $143.10 
58181,10/20/2015,Germany,2184,GER2,Female,8,38-39,6, $169.00 ,0%, $169.00 
58182,10/20/2015,Canada,2190,CAN5,Female,7.5,38,5.5, $189.00 ,20%, $151.20 
58183,10/20/2015,United States,2213,US14,Male,11.5,44-45,11, $149.00 ,0%, $149.00 
58183,10/20/2015,United States,2233,US14,Male,10,43,9.5, $199.00 ,10%, $179.10 
58184,10/20/2015,Germany,2190,GER3,Female,7,37-38,5, $159.00 ,0%, $159.00 
58185,10/20/2015,Germany,2157,GER1,Female,7.5,38,5.5, $179.00 ,10%, $161.10 
58186,10/20/2015,United States,2159,US8,Male,9.5,42-43,9, $159.00 ,50%, $79.50 
58187,10/20/2015,United States,2192,US2,Female,8.5,39,6.5, $169.00 ,0%, $169.00 
58187,10/20/2015,United States,2159,US9,Male,9,42,8.5, $149.00 ,20%, $119.20 
58188,10/20/2015,United States,2187,US5,Female,7.5,38,5.5, $149.00 ,50%, $74.50 
58189,10/20/2015,Canada,2187,CAN5,Male,9,42,8.5, $129.00 ,50%, $64.50 
58190,10/20/2015,United States,2185,US15,Male,11.5,44-45,11, $189.00 ,10%, $170.10 
58191,10/21/2015,Germany,2189,GER1,Male,10,43,9.5, $149.00 ,0%, $149.00 
58192,10/21/2015,Canada,2153,CAN6,Male,11,44,10.5, $139.00 ,0%, $139.00 
58193,10/21/2015,Germany,2203,GER3,Male,7.5,40-41,7, $189.00 ,0%, $189.00 
58194,10/21/2015,Germany,2171,GER2,Male,10.5,43-44,10, $159.00 ,0%, $159.00 
58195,10/21/2015,Germany,2179,GER3,Female,9.5,40,7.5, $139.00 ,20%, $111.20 
58196,10/21/2015,Germany,2202,GER1,Female,8,38-39,6, $139.00 ,20%, $111.20 
58197,10/21/2015,United States,2154,US6,Female,10.5,41,8.5, $179.00 ,0%, $179.00 
58198,10/21/2015,Germany,2158,GER3,Male,11,44,10.5, $179.00 ,10%, $161.10 
58199,10/21/2015,Canada,2164,CAN7,Male,11,44,10.5, $149.00 ,20%, $119.20 
58200,10/21/2015,Canada,2192,CAN6,Male,7,40,6.5, $169.00 ,0%, $169.00 
58201,10/21/2015,Germany,2157,GER1,Male,12,45,11.5, $199.00 ,20%, $159.20 
58202,10/21/2015,Germany,2149,GER2,Female,7.5,38,5.5, $139.00 ,50%, $69.50 
58203,10/21/2015,United Kingdom,2214,UK1,Male,10,43,9.5, $149.00 ,0%, $149.00 
58204,10/21/2015,United States,2159,US1,Female,7.5,38,5.5, $199.00 ,0%, $199.00 
58205,10/21/2015,Canada,2241,CAN5,Male,6,39,5.5, $199.00 ,0%, $199.00 
58206,10/22/2015,Canada,2184,CAN6,Male,9,42,8.5, $189.00 ,50%, $94.50 
58207,10/22/2015,United States,2192,US3,Female,9.5,40,7.5, $199.00 ,0%, $199.00 
58208,10/22/2015,Germany,2168,GER1,Female,8,38-39,6, $159.00 ,20%, $127.20 
58209,10/22/2015,Germany,2236,GER1,Female,9.5,40,7.5, $169.00 ,0%, $169.00 
58210,10/22/2015,Germany,2237,GER2,Female,8,38-39,6, $129.00 ,20%, $103.20 
58211,10/22/2015,United States,2227,US12,Female,9,39-40,7, $199.00 ,0%, $199.00 
58212,10/22/2015,United States,2227,US14,Female,10.5,41,8.5, $199.00 ,20%, $159.20 
58213,10/22/2015,United Kingdom,2236,UK5,Female,8,38-39,6, $129.00 ,30%, $90.30 
58214,10/22/2015,Canada,2214,CAN1,Female,9,39-40,7, $139.00 ,0%, $139.00 
58215,10/22/2015,United Kingdom,2184,UK3,Female,8,38-39,6, $129.00 ,0%, $129.00 
58216,10/22/2015,United States,2192,US14,Male,9,42,8.5, $149.00 ,0%, $149.00 
58217,10/22/2015,Germany,2184,GER3,Male,10.5,43-44,10, $149.00 ,0%, $149.00 
58218,10/22/2015,Germany,2238,GER1,Female,6.5,37,4.5, $159.00 ,0%, $159.00 
58218,10/22/2015,Germany,2149,GER1,Female,9,39-40,7, $179.00 ,0%, $179.00 
58219,10/22/2015,United Kingdom,2158,UK4,Male,9.5,42-43,9, $199.00 ,0%, $199.00 
58220,10/22/2015,United States,2147,US12,Male,6,39,5.5, $189.00 ,50%, $94.50 
58221,10/22/2015,United States,2184,US12,Male,9,42,8.5, $129.00 ,30%, $90.30 
58222,10/22/2015,Germany,2204,GER2,Male,9.5,42-43,9, $189.00 ,0%, $189.00 
58223,10/23/2015,Canada,2187,CAN5,Male,9,42,8.5, $129.00 ,50%, $64.50 
58224,10/23/2015,Germany,2202,GER1,Female,8,38-39,6, $199.00 ,30%, $139.30 
58225,10/23/2015,Canada,2201,CAN6,Male,11.5,44-45,11, $139.00 ,0%, $139.00 
58226,10/23/2015,United States,2177,US7,Male,8,41,7.5, $199.00 ,0%, $199.00 
58227,10/23/2015,United States,2182,US15,Male,9,42,8.5, $149.00 ,30%, $104.30 
58228,10/23/2015,United States,2185,US15,Male,11.5,44-45,11, $189.00 ,10%, $170.10 
58229,10/23/2015,Germany,2239,GER2,Male,6,39,5.5, $159.00 ,0%, $159.00 
58230,10/23/2015,United States,2188,US15,Male,8.5,41-42,8, $169.00 ,50%, $84.50 
58231,10/23/2015,Germany,2181,GER1,Male,11,44,10.5, $159.00 ,0%, $159.00 
58232,10/23/2015,United Kingdom,2199,UK5,Male,10,43,9.5, $149.00 ,0%, $149.00 
58233,10/23/2015,United States,2219,US12,Male,10,43,9.5, $179.00 ,20%, $143.20 
58234,10/23/2015,United States,2231,US12,Male,9,42,8.5, $129.00 ,30%, $90.30 
58235,10/23/2015,United Kingdom,2203,UK1,Male,10.5,43-44,10, $199.00 ,0%, $199.00 
58236,10/23/2015,Germany,2167,GER2,Female,10,40-41,8, $149.00 ,0%, $149.00 
58237,10/24/2015,Canada,2241,CAN5,Male,6,39,5.5, $199.00 ,0%, $199.00 
58237,10/24/2015,Canada,2187,CAN5,Male,9,42,8.5, $129.00 ,50%, $64.50 
58238,10/24/2015,United States,2196,US14,Female,9,39-40,7, $179.00 ,50%, $89.50 
58239,10/24/2015,United States,2161,US12,Female,10.5,41,8.5, $129.00 ,0%, $129.00 
58240,10/24/2015,United States,2202,US8,Male,8.5,41-42,8, $179.00 ,20%, $143.20 
58241,10/24/2015,United States,2163,US13,Male,10.5,43-44,10, $129.00 ,0%, $129.00 
58242,10/24/2015,United States,2226,US11,Male,9,42,8.5, $159.00 ,0%, $159.00 
58243,10/24/2015,United States,2192,US14,Male,9,42,8.5, $149.00 ,0%, $149.00 
58244,10/24/2015,Germany,2184,GER2,Female,7,37-38,5, $199.00 ,0%, $199.00 
58244,10/24/2015,Germany,2177,GER1,Female,8,38-39,6, $179.00 ,10%, $161.10 
58245,10/24/2015,Germany,2190,GER2,Female,6.5,37,4.5, $159.00 ,30%, $111.30 
58245,10/24/2015,Germany,2200,GER1,Female,9,39-40,7, $139.00 ,30%, $97.30 
58246,10/24/2015,United States,2183,US13,Male,6.5,39,6, $129.00 ,0%, $129.00 
58247,10/24/2015,Germany,2223,GER2,Male,10.5,43-44,10, $149.00 ,50%, $74.50 
58248,10/24/2015,United Kingdom,2222,UK4,Female,8.5,39,6.5, $149.00 ,0%, $149.00 
58249,10/24/2015,Germany,2153,GER3,Female,10,40-41,8, $129.00 ,50%, $64.50 
58250,10/25/2015,United States,2185,US1,Female,8,38-39,6, $169.00 ,0%, $169.00 
58251,10/25/2015,United States,2206,US8,Male,14,47,13.5, $149.00 ,0%, $149.00 
58252,10/25/2015,Germany,2179,GER2,Female,7.5,38,5.5, $129.00 ,30%, $90.30 
58253,10/25/2015,Canada,2237,CAN1,Male,9.5,42-43,9, $199.00 ,10%, $179.10 
58254,10/25/2015,United States,2161,US4,Male,9.5,42-43,9, $179.00 ,10%, $161.10 
58255,10/25/2015,United States,2176,US15,Male,6,39,5.5, $159.00 ,0%, $159.00 
58255,10/25/2015,United States,2171,US14,Female,8.5,39,6.5, $179.00 ,20%, $143.20 
58255,10/25/2015,United States,2168,US13,Male,11,44,10.5, $139.00 ,0%, $139.00 
58255,10/25/2015,United States,2201,US10,Female,10.5,41,8.5, $179.00 ,0%, $179.00 
58256,10/25/2015,United States,2226,US13,Male,9.5,42-43,9, $149.00 ,0%, $149.00 
58256,10/25/2015,United States,2190,US13,Male,9.5,42-43,9, $149.00 ,10%, $134.10 
58257,10/25/2015,United States,2188,US15,Male,8.5,41-42,8, $169.00 ,50%, $84.50 
58258,10/25/2015,Germany,2158,GER3,Male,11,44,10.5, $179.00 ,10%, $161.10 
58259,10/25/2015,Germany,2223,GER1,Female,6.5,37,4.5, $149.00 ,10%, $134.10 
58260,10/25/2015,Germany,2201,GER1,Male,11,44,10.5, $189.00 ,0%, $189.00 
58261,10/25/2015,Germany,2171,GER2,Male,10.5,43-44,10, $159.00 ,0%, $159.00 
58262,10/25/2015,United Kingdom,2217,UK4,Female,8.5,39,6.5, $179.00 ,30%, $125.30 
58263,10/25/2015,United States,2167,US12,Male,9.5,42-43,9, $189.00 ,0%, $189.00 
58264,10/25/2015,Germany,2149,GER1,Male,10,43,9.5, $129.00 ,0%, $129.00 
58265,10/26/2015,Germany,2192,GER2,Male,9,42,8.5, $129.00 ,50%, $64.50 
58266,10/26/2015,Germany,2238,GER2,Male,10,43,9.5, $139.00 ,30%, $97.30 
58267,10/26/2015,Germany,2149,GER1,Female,7.5,38,5.5, $129.00 ,10%, $116.10 
58268,10/26/2015,Canada,2165,CAN7,Male,9,42,8.5, $149.00 ,10%, $134.10 
58269,10/26/2015,United States,2158,US1,Female,10.5,41,8.5, $159.00 ,0%, $159.00 
58270,10/26/2015,United States,2186,US7,Male,9,42,8.5, $189.00 ,0%, $189.00 
58271,10/26/2015,United States,2157,US4,Female,8.5,39,6.5, $159.00 ,50%, $79.50 
58271,10/26/2015,United States,2196,US9,Female,10,40-41,8, $199.00 ,0%, $199.00 
58271,10/26/2015,United States,2164,US15,Male,7,40,6.5, $139.00 ,20%, $111.20 
58272,10/26/2015,United States,2148,US13,Male,13,46,12.5, $179.00 ,0%, $179.00 
58273,10/26/2015,United States,2192,US14,Male,9,42,8.5, $149.00 ,0%, $149.00 
58274,10/26/2015,Germany,2190,GER2,Male,8,41,7.5, $149.00 ,30%, $104.30 
58275,10/26/2015,Canada,2177,CAN5,Female,7,37-38,5, $149.00 ,10%, $134.10 
58276,10/26/2015,Germany,2194,GER2,Female,6.5,37,4.5, $179.00 ,0%, $179.00 
58277,10/26/2015,Germany,2212,GER1,Male,6,39,5.5, $139.00 ,30%, $97.30 
58278,10/26/2015,United States,2219,US12,Male,10,43,9.5, $149.00 ,0%, $149.00 
58279,10/27/2015,Canada,2153,CAN6,Male,11,44,10.5, $139.00 ,0%, $139.00 
58280,10/27/2015,Canada,2199,CAN1,Male,9,42,8.5, $199.00 ,0%, $199.00 
58281,10/27/2015,Germany,2238,GER2,Female,8.5,39,6.5, $149.00 ,0%, $149.00 
58282,10/27/2015,Germany,2205,GER1,Female,7.5,38,5.5, $159.00 ,0%, $159.00 
58283,10/27/2015,United States,2228,US9,Female,8,38-39,6, $189.00 ,0%, $189.00 
58284,10/27/2015,Germany,2188,GER2,Female,8,38-39,6, $199.00 ,0%, $199.00 
58285,10/27/2015,United States,2236,US12,Male,10.5,43-44,10, $139.00 ,0%, $139.00 
58286,10/27/2015,Canada,2197,CAN2,Female,10,40-41,8, $169.00 ,50%, $84.50 
58287,10/27/2015,United States,2197,US9,Male,6,39,5.5, $149.00 ,10%, $134.10 
58288,10/27/2015,Canada,2209,CAN3,Female,6,36-37,4, $159.00 ,10%, $143.10 
58289,10/27/2015,Canada,2167,CAN6,Female,7.5,38,5.5, $199.00 ,30%, $139.30 
58290,10/27/2015,Canada,2184,CAN6,Male,9,42,8.5, $189.00 ,50%, $94.50 
58291,10/27/2015,Canada,2241,CAN7,Male,10,43,9.5, $159.00 ,0%, $159.00 
58292,10/27/2015,United States,2149,US13,Male,6,39,5.5, $139.00 ,50%, $69.50 
58293,10/27/2015,United States,2176,US14,Female,7.5,38,5.5, $179.00 ,0%, $179.00 
58294,10/28/2015,Canada,2197,CAN6,Male,8.5,41-42,8, $139.00 ,0%, $139.00 
58295,10/28/2015,Germany,2205,GER2,Male,9,42,8.5, $139.00 ,20%, $111.20 
58296,10/28/2015,United States,2163,US13,Male,10.5,43-44,10, $129.00 ,0%, $129.00 
58297,10/28/2015,Germany,2218,GER1,Male,14,47,13.5, $149.00 ,50%, $74.50 
58298,10/28/2015,United States,2180,US1,Female,9,39-40,7, $189.00 ,10%, $170.10 
58299,10/28/2015,United States,2231,US12,Male,9,42,8.5, $129.00 ,30%, $90.30 
58300,10/28/2015,Canada,2231,CAN6,Female,10,40-41,8, $129.00 ,20%, $103.20 
58301,10/28/2015,Germany,2169,GER1,Female,6.5,37,4.5, $179.00 ,10%, $161.10 
58302,10/28/2015,United States,2161,US2,Male,11,44,10.5, $189.00 ,0%, $189.00 
58303,10/28/2015,Germany,2149,GER1,Male,8,41,7.5, $149.00 ,0%, $149.00 
58304,10/28/2015,Canada,2228,CAN6,Female,6,36-37,4, $169.00 ,20%, $135.20 
58305,10/28/2015,Canada,2173,CAN7,Male,11.5,44-45,11, $159.00 ,0%, $159.00 
58306,10/28/2015,Germany,2216,GER2,Female,5.5,36,3.5, $139.00 ,0%, $139.00 
58307,10/28/2015,Germany,2223,GER2,Male,10.5,43-44,10, $149.00 ,50%, $74.50 
58308,10/28/2015,United States,2221,US14,Male,9.5,42-43,9, $189.00 ,10%, $170.10 
58309,10/28/2015,United States,2193,US8,Female,9,39-40,7, $189.00 ,20%, $151.20 
58310,10/29/2015,United States,2193,US3,Female,9.5,40,7.5, $159.00 ,10%, $143.10 
58311,10/29/2015,Canada,2192,CAN6,Female,7,37-38,5, $149.00 ,0%, $149.00 
58312,10/29/2015,Germany,2198,GER2,Female,6.5,37,4.5, $199.00 ,0%, $199.00 
58313,10/29/2015,United States,2161,US4,Male,9.5,42-43,9, $179.00 ,10%, $161.10 
58314,10/29/2015,United States,2186,US12,Female,8.5,39,6.5, $159.00 ,10%, $143.10 
58315,10/29/2015,United States,2154,US9,Male,10.5,43-44,10, $199.00 ,0%, $199.00 
58316,10/29/2015,United States,2177,US13,Male,8,41,7.5, $139.00 ,0%, $139.00 
58317,10/29/2015,Germany,2151,GER1,Female,8,38-39,6, $199.00 ,50%, $99.50 
58318,10/29/2015,Germany,2212,GER1,Male,11,44,10.5, $199.00 ,0%, $199.00 
58319,10/29/2015,United States,2231,US12,Female,7.5,38,5.5, $179.00 ,20%, $143.20 
58320,10/29/2015,Canada,2190,CAN3,Female,10,40-41,8, $179.00 ,0%, $179.00 
58321,10/29/2015,Germany,2238,GER2,Female,8.5,39,6.5, $149.00 ,0%, $149.00 
58322,10/29/2015,Canada,2221,CAN6,Male,7.5,40-41,7, $149.00 ,20%, $119.20 
58323,10/29/2015,Canada,2233,CAN5,Male,9,42,8.5, $139.00 ,0%, $139.00 
58324,10/29/2015,United States,2185,US3,Male,10.5,43-44,10, $129.00 ,50%, $64.50 
58325,10/29/2015,Canada,2169,CAN7,Female,9,39-40,7, $179.00 ,10%, $161.10 
58326,10/29/2015,Germany,2192,GER2,Male,9,42,8.5, $129.00 ,50%, $64.50 
58327,10/29/2015,Germany,2230,GER2,Female,8.5,39,6.5, $189.00 ,0%, $189.00 
58328,10/29/2015,United States,2150,US6,Female,8,38-39,6, $179.00 ,0%, $179.00 
58329,10/30/2015,United States,2148,US12,Female,11.5,42,9.5, $149.00 ,50%, $74.50 
58330,10/30/2015,Germany,2241,GER1,Female,8,38-39,6, $189.00 ,0%, $189.00 
58331,10/30/2015,Germany,2169,GER1,Female,6.5,37,4.5, $179.00 ,10%, $161.10 
58332,10/30/2015,United States,2154,US9,Male,10.5,43-44,10, $199.00 ,0%, $199.00 
58333,10/30/2015,Canada,2192,CAN3,Male,7.5,40-41,7, $139.00 ,20%, $111.20 
58334,10/30/2015,United States,2173,US12,Female,8,38-39,6, $149.00 ,20%, $119.20 
58335,10/30/2015,United States,2158,US3,Female,7.5,38,5.5, $169.00 ,0%, $169.00 
58335,10/30/2015,United States,2237,US13,Male,8,41,7.5, $189.00 ,0%, $189.00 
58336,10/30/2015,Germany,2181,GER1,Female,9.5,40,7.5, $159.00 ,50%, $79.50 
58337,10/30/2015,United States,2223,US13,Male,10.5,43-44,10, $129.00 ,0%, $129.00 
58338,10/30/2015,Canada,2172,CAN6,Male,10,43,9.5, $189.00 ,10%, $170.10 
58339,10/30/2015,United Kingdom,2179,UK4,Male,9.5,42-43,9, $139.00 ,20%, $111.20 
58340,10/31/2015,United Kingdom,2223,UK3,Female,7.5,38,5.5, $169.00 ,10%, $152.10 
58341,10/31/2015,Germany,2207,GER1,Male,10.5,43-44,10, $179.00 ,0%, $179.00 
58342,10/31/2015,Canada,2179,CAN3,Female,9,39-40,7, $139.00 ,0%, $139.00 
58343,10/31/2015,United States,2163,US12,Male,9.5,42-43,9, $169.00 ,0%, $169.00 
58344,10/31/2015,United States,2157,US12,Female,8.5,39,6.5, $189.00 ,0%, $189.00 
58345,10/31/2015,United States,2188,US13,Female,8,38-39,6, $199.00 ,20%, $159.20 
58346,10/31/2015,United States,2193,US14,Female,9.5,40,7.5, $139.00 ,0%, $139.00 
58347,10/31/2015,Germany,2217,GER2,Female,9.5,40,7.5, $149.00 ,10%, $134.10 
58348,10/31/2015,United Kingdom,2225,UK3,Male,9.5,42-43,9, $169.00 ,0%, $169.00 
58349,10/31/2015,Canada,2166,CAN2,Male,9.5,42-43,9, $169.00 ,0%, $169.00 
58350,10/31/2015,United States,2223,US15,Female,10.5,41,8.5, $199.00 ,0%, $199.00 
58351,10/31/2015,Canada,2151,CAN5,Female,9,39-40,7, $179.00 ,10%, $161.10 
58352,10/31/2015,United States,2198,US1,Male,9.5,42-43,9, $199.00 ,10%, $179.10 
58353,11/1/2015,United States,2190,US10,Female,11.5,42,9.5, $179.00 ,50%, $89.50 
58354,11/1/2015,Germany,2151,GER1,Female,8,38-39,6, $199.00 ,50%, $99.50 
58355,11/1/2015,Germany,2160,GER1,Female,7.5,38,5.5, $179.00 ,0%, $179.00 
58356,11/1/2015,Canada,2160,CAN3,Female,9,39-40,7, $129.00 ,0%, $129.00 
58357,11/1/2015,United Kingdom,2204,UK2,Male,8,41,7.5, $129.00 ,0%, $129.00 
58358,11/1/2015,Germany,2241,GER1,Male,7.5,40-41,7, $149.00 ,10%, $134.10 
58359,11/1/2015,United States,2152,US8,Female,9.5,40,7.5, $189.00 ,20%, $151.20 
58360,11/1/2015,United States,2186,US7,Male,9,42,8.5, $189.00 ,0%, $189.00 
58361,11/1/2015,United States,2238,US12,Female,9,39-40,7, $199.00 ,0%, $199.00 
58362,11/1/2015,Canada,2179,CAN2,Male,11,44,10.5, $149.00 ,20%, $119.20 
58363,11/1/2015,Canada,2228,CAN2,Male,10,43,9.5, $199.00 ,0%, $199.00 
58364,11/1/2015,United States,2173,US12,Female,8,38-39,6, $149.00 ,20%, $119.20 
58365,11/2/2015,United States,2226,US14,Female,8.5,39,6.5, $139.00 ,10%, $125.10 
58366,11/2/2015,United States,2153,US13,Male,10.5,43-44,10, $179.00 ,10%, $161.10 
58367,11/2/2015,Germany,2242,GER2,Male,9.5,42-43,9, $129.00 ,30%, $90.30 
58368,11/2/2015,United States,2240,US10,Female,7.5,38,5.5, $179.00 ,20%, $143.20 
58369,11/2/2015,United States,2212,US12,Female,10.5,41,8.5, $179.00 ,0%, $179.00 
58370,11/2/2015,United States,2210,US13,Male,9.5,42-43,9, $189.00 ,0%, $189.00 
58371,11/2/2015,United Kingdom,2227,UK5,Female,8,38-39,6, $199.00 ,0%, $199.00 
58372,11/2/2015,United Kingdom,2158,UK4,Male,9.5,42-43,9, $199.00 ,0%, $199.00 
58373,11/2/2015,United States,2154,US12,Male,10,43,9.5, $169.00 ,0%, $169.00 
58374,11/2/2015,United States,2156,US13,Female,8.5,39,6.5, $199.00 ,0%, $199.00 
58375,11/2/2015,United Kingdom,2178,UK2,Female,8.5,39,6.5, $139.00 ,0%, $139.00 
58376,11/2/2015,Canada,2221,CAN2,Female,8,38-39,6, $149.00 ,0%, $149.00 
58377,11/2/2015,United Kingdom,2203,UK1,Male,10.5,43-44,10, $199.00 ,0%, $199.00 
58378,11/2/2015,Canada,2240,CAN1,Female,7,37-38,5, $189.00 ,50%, $94.50 
58379,11/2/2015,Germany,2219,GER2,Male,9,42,8.5, $169.00 ,0%, $169.00 
58380,11/2/2015,Germany,2162,GER2,Male,10,43,9.5, $129.00 ,30%, $90.30 
58381,11/2/2015,Germany,2225,GER3,Female,7.5,38,5.5, $199.00 ,0%, $199.00 
58382,11/2/2015,Canada,2228,CAN3,Female,7.5,38,5.5, $189.00 ,10%, $170.10 
58383,11/3/2015,Germany,2238,GER2,Female,8.5,39,6.5, $189.00 ,20%, $151.20 
58384,11/3/2015,United States,2229,US5,Female,7.5,38,5.5, $139.00 ,50%, $69.50 
58385,11/3/2015,United States,2154,US3,Male,10.5,43-44,10, $149.00 ,0%, $149.00 
58386,11/3/2015,Germany,2170,GER2,Male,10,43,9.5, $129.00 ,0%, $129.00 
58387,11/3/2015,Germany,2220,GER1,Male,9,42,8.5, $189.00 ,10%, $170.10 
58388,11/3/2015,United States,2208,US13,Female,9,39-40,7, $199.00 ,0%, $199.00 
58389,11/3/2015,United Kingdom,2195,UK2,Female,8,38-39,6, $129.00 ,20%, $103.20 
58390,11/3/2015,United States,2163,US12,Male,9.5,42-43,9, $169.00 ,0%, $169.00 
58391,11/3/2015,Canada,2202,CAN1,Female,8,38-39,6, $179.00 ,0%, $179.00 
58392,11/3/2015,United Kingdom,2204,UK2,Male,8,41,7.5, $129.00 ,0%, $129.00 
58393,11/3/2015,Germany,2211,GER1,Male,9.5,42-43,9, $149.00 ,20%, $119.20 
58394,11/3/2015,Germany,2159,GER2,Male,9,42,8.5, $129.00 ,0%, $129.00 
58395,11/3/2015,Germany,2209,GER3,Female,8,38-39,6, $159.00 ,0%, $159.00 
58396,11/3/2015,Germany,2171,GER1,Male,11.5,44-45,11, $149.00 ,20%, $119.20 
58397,11/3/2015,Canada,2239,CAN2,Male,6,39,5.5, $189.00 ,10%, $170.10 
58398,11/3/2015,Germany,2150,GER2,Female,6.5,37,4.5, $159.00 ,10%, $143.10 
58399,11/4/2015,United States,2191,US12,Female,8.5,39,6.5, $159.00 ,10%, $143.10 
58400,11/4/2015,United States,2190,US12,Female,9,39-40,7, $169.00 ,0%, $169.00 
58401,11/4/2015,United Kingdom,2174,UK3,Male,9,42,8.5, $189.00 ,0%, $189.00 
58402,11/4/2015,United States,2150,US10,Female,10,40-41,8, $149.00 ,0%, $149.00 
58403,11/4/2015,United States,2225,US12,Male,9.5,42-43,9, $159.00 ,50%, $79.50 
58404,11/4/2015,United States,2237,US7,Male,9.5,42-43,9, $199.00 ,30%, $139.30 
58405,11/4/2015,Canada,2237,CAN1,Male,9.5,42-43,9, $199.00 ,10%, $179.10 
58406,11/4/2015,Germany,2240,GER2,Male,6,39,5.5, $179.00 ,0%, $179.00 
58407,11/4/2015,Canada,2176,CAN7,Female,9.5,40,7.5, $189.00 ,0%, $189.00 
58408,11/5/2015,United States,2215,US12,Male,9.5,42-43,9, $159.00 ,0%, $159.00 
58409,11/5/2015,Germany,2172,GER2,Female,9.5,40,7.5, $189.00 ,20%, $151.20 
58410,11/5/2015,Germany,2154,GER3,Male,7,40,6.5, $129.00 ,20%, $103.20 
58411,11/5/2015,Germany,2234,GER1,Male,11.5,44-45,11, $149.00 ,30%, $104.30 
58412,11/5/2015,Canada,2215,CAN3,Female,7,37-38,5, $149.00 ,20%, $119.20 
58413,11/5/2015,Germany,2170,GER3,Male,10,43,9.5, $129.00 ,0%, $129.00 
58414,11/5/2015,Germany,2211,GER1,Male,9.5,42-43,9, $149.00 ,20%, $119.20 
58415,11/5/2015,Germany,2160,GER1,Female,8,38-39,6, $159.00 ,30%, $111.30 
58416,11/6/2015,Germany,2202,GER1,Female,8.5,39,6.5, $149.00 ,30%, $104.30 
58417,11/6/2015,Canada,2238,CAN3,Female,8.5,39,6.5, $169.00 ,30%, $118.30 
